Timestamp,CPU(%),Memory(%),Disk(%),Load Average
2026-04-23 22:13:58,13,32.6896,,0.19, 0.30, 0.32
2026-04-23 22:14:03,9.6,32.6896,,0.17, 0.29, 0.32
2026-04-23 22:14:08,9,32.6947,,0.37, 0.33, 0.33
2026-04-23 22:14:14,13.6,32.696,,0.34, 0.32, 0.33
2026-04-23 22:14:19,13,32.6958,,0.31, 0.32, 0.33
2026-04-23 22:14:24,13,32.6958,,0.29, 0.31, 0.33
